"Fecha","Hora","Producto","Cantidad","Precio.Unitario","Tienda"
"2024-01-01","14:01","Carne de Res",2.23,16.5,"Cusco"
"2024-01-01","14:02","Queso",0.72,10,"Cusco"
"2024-01-01","14:02","Cebolla",43.13,1.8,"Chiclayo"
"2024-01-01","14:09","Cebolla",12.04,1.8,"Trujillo"
"2024-01-01","14:10","Uva",6.82,4,"Lima"
"2024-01-01","14:10","Carne de Cerdo",0.46,18,"Lima"
"2024-01-01","14:10","Fresa",8.11,6,"Arequipa"
"2024-01-01","14:10","Carne de Cerdo",1.76,18,"Arequipa"
"2024-01-01","14:18","Tomate",5.56,2,"Arequipa"
"2024-01-01","14:19","Pollo",1.36,8,"Arequipa"
"2024-01-01","14:21","Huevo",2.15,7.2,"Lima"
"2024-01-01","14:22","Fresa",3.62,6,"Cusco"
"2024-01-01","14:22","Queso",1.86,10,"Chiclayo"
"2024-01-01","14:25","Carne de Res",2.76,16.5,"Trujillo"
"2024-01-01","14:25","Cebolla",30.36,1.8,"Cusco"
"2024-01-01","14:26","Papa",24.28,1.2,"Lima"
"2024-01-01","14:32","Tomate",48.32,2,"Chiclayo"
"2024-01-01","14:34","Fresa",1.93,6,"Cusco"
"2024-01-01","14:34","Queso",2.58,10,"Chiclayo"
"2024-01-01","14:36","Manzana",9.78,3,"Lima"
"2024-01-01","14:36","Queso",0.72,10,"Trujillo"
"2024-01-01","14:37","Uva",9.46,4,"Cusco"
"2024-01-01","14:38","Naranja",3.46,2.2,"Cusco"
"2024-01-01","14:38","Pescado",0.49,15,"Chiclayo"
"2024-01-01","14:39","Zanahoria",84.77,1.8,"Lima"
"2024-01-01","14:39","Pollo",1.19,8,"Cusco"
"2024-01-01","14:40","Papa",56.25,1.2,"Trujillo"
"2024-01-01","14:40","Carne de Cerdo",2.55,18,"Chiclayo"
"2024-01-01","14:42","Lechuga",45.21,1.5,"Arequipa"
"2024-01-01","14:44","Papa",5.99,1.2,"Cusco"
"2024-01-01","14:45","Manzana",4.68,3,"Cusco"
"2024-01-01","14:46","Papa",8.98,1.2,"Trujillo"
"2024-01-01","14:48","Jamon",6.34,9.5,"Chiclayo"
"2024-01-01","14:49","Plátano",143.33,1.5,"Chiclayo"
"2024-01-01","14:52","Cordero",0.3,24,"Cusco"
"2024-01-01","14:54","Pera",4.72,3.5,"Chiclayo"
"2024-01-01","14:55","Plátano",140.53,1.5,"Chiclayo"
"2024-01-01","14:56","Cebolla",30.46,1.8,"Cusco"
"2024-01-01","14:57","Huevo",14.9,7.2,"Lima"
"2024-01-01","14:57","Cordero",0.61,24,"Chiclayo"
"2024-01-01","15:00","Uva",1.8,4,"Lima"
"2024-01-01","15:01","Cebolla",17.76,1.8,"Arequipa"
"2024-01-01","15:01","Naranja",13.48,2.2,"Chiclayo"
"2024-01-01","15:02","Plátano",40.69,1.5,"Lima"
"2024-01-01","15:03","Plátano",4.79,1.5,"Lima"
"2024-01-01","15:04","Fresa",2.68,6,"Lima"
"2024-01-01","15:07","Lechuga",13.47,1.5,"Chiclayo"
"2024-01-01","15:10","Carne de Cerdo",0.4,18,"Arequipa"
"2024-01-01","15:13","Jamon",1.75,9.5,"Lima"
"2024-01-01","15:13","Plátano",143.33,1.5,"Cusco"
"2024-01-01","15:13","Pera",18.23,3.5,"Cusco"
"2024-01-01","15:16","Carne de Cerdo",1.04,18,"Lima"
"2024-01-01","15:16","Papa",41.52,1.2,"Trujillo"
"2024-01-01","15:19","Carne de Res",4.22,16.5,"Cusco"
"2024-01-01","15:20","Huevo",4.23,7.2,"Trujillo"
"2024-01-01","15:21","Jamon",0.76,9.5,"Cusco"
"2024-01-01","15:21","Pescado",0.48,15,"Cusco"
"2024-01-01","15:21","Papa",53.53,1.2,"Chiclayo"
"2024-01-01","15:23","Uva",1.8,4,"Lima"
"2024-01-01","15:24","Pollo",1.98,8,"Chiclayo"
"2024-01-01","15:27","Naranja",6.43,2.2,"Chiclayo"
"2024-01-01","15:28","Cebolla",14.02,1.8,"Lima"
"2024-01-01","15:30","Plátano",5.12,1.5,"Arequipa"
"2024-01-01","15:31","Pera",3.79,3.5,"Chiclayo"
"2024-01-01","15:32","Papa",5.99,1.2,"Lima"
"2024-01-01","15:32","Papa",46.12,1.2,"Arequipa"
"2024-01-01","15:33","Naranja",5.09,2.2,"Cusco"
"2024-01-01","15:34","Fresa",5.4,6,"Trujillo"
"2024-01-01","15:35","Carne de Cerdo",3.67,18,"Arequipa"
"2024-01-01","15:35","Carne de Cerdo",0.42,18,"Trujillo"
"2024-01-01","15:37","Papa",82.61,1.2,"Trujillo"
"2024-01-01","15:37","Tomate",9.82,2,"Chiclayo"
"2024-01-01","15:39","Carne de Res",1.7,16.5,"Chiclayo"
"2024-01-01","15:40","Carne de Cerdo",0.6,18,"Lima"
"2024-01-01","15:43","Pescado",6.69,15,"Lima"
"2024-01-01","15:43","Lechuga",31.11,1.5,"Trujillo"
"2024-01-01","15:45","Cordero",0.89,24,"Lima"
"2024-01-01","15:45","Zanahoria",19.23,1.8,"Lima"
"2024-01-01","15:49","Uva",1.8,4,"Arequipa"
"2024-01-01","15:49","Carne de Cerdo",4.91,18,"Trujillo"
"2024-01-01","15:50","Pollo",4.2,8,"Chiclayo"
"2024-01-01","15:51","Uva",12.85,4,"Lima"
"2024-01-01","15:51","Lechuga",10.23,1.5,"Cusco"
"2024-01-01","15:53","Manzana",9.28,3,"Lima"
"2024-01-01","15:53","Cebolla",5.95,1.8,"Chiclayo"
"2024-01-01","15:54","Jamon",11.23,9.5,"Arequipa"
"2024-01-01","15:54","Papa",14.53,1.2,"Trujillo"
"2024-01-01","15:54","Carne de Res",1.21,16.5,"Chiclayo"
"2024-01-01","15:55","Huevo",1.93,7.2,"Arequipa"
"2024-01-01","15:56","Naranja",13.99,2.2,"Trujillo"
"2024-01-01","15:58","Plátano",26.85,1.5,"Arequipa"
"2024-01-01","15:59","Lechuga",21.17,1.5,"Chiclayo"
"2024-01-01","16:00","Jamon",7.07,9.5,"Arequipa"
"2024-01-01","16:00","Pescado",0.48,15,"Chiclayo"
"2024-01-01","16:01","Tomate",3.6,2,"Trujillo"
"2024-01-01","16:01","Cebolla",5.11,1.8,"Trujillo"
"2024-01-01","16:01","Cordero",2.12,24,"Chiclayo"
"2024-01-01","16:02","Cebolla",3.99,1.8,"Arequipa"
"2024-01-01","16:07","Lechuga",21.44,1.5,"Trujillo"
"2024-01-01","16:08","Cordero",1.03,24,"Cusco"
"2024-01-01","16:08","Pescado",0.48,15,"Chiclayo"
"2024-01-01","16:11","Fresa",10.42,6,"Arequipa"
"2024-01-01","16:12","Cordero",0.81,24,"Arequipa"
"2024-01-01","16:14","Manzana",10.55,3,"Arequipa"
"2024-01-01","16:14","Huevo",8.78,7.2,"Cusco"
"2024-01-01","16:16","Manzana",4.42,3,"Cusco"
"2024-01-01","16:16","Pescado",4.4,15,"Chiclayo"
"2024-01-01","16:18","Papa",5.99,1.2,"Arequipa"
"2024-01-01","16:20","Carne de Cerdo",0.98,18,"Arequipa"
"2024-01-01","16:21","Papa",5.99,1.2,"Trujillo"
"2024-01-01","16:22","Pollo",2.17,8,"Arequipa"
"2024-01-01","16:23","Uva",1.8,4,"Arequipa"
"2024-01-01","16:24","Cordero",0.67,24,"Chiclayo"
"2024-01-01","16:25","Carne de Cerdo",2.48,18,"Arequipa"
"2024-01-01","16:25","Pollo",0.9,8,"Arequipa"
"2024-01-01","16:26","Plátano",5.31,1.5,"Arequipa"
"2024-01-01","16:26","Pescado",7.65,15,"Arequipa"
"2024-01-01","16:27","Pescado",0.99,15,"Trujillo"
"2024-01-01","16:27","Fresa",34.1,6,"Chiclayo"
"2024-01-01","16:28","Tomate",3.6,2,"Lima"
"2024-01-01","16:31","Pescado",0.55,15,"Chiclayo"
"2024-01-01","16:33","Naranja",3.27,2.2,"Arequipa"
"2024-01-01","16:34","Huevo",4.95,7.2,"Lima"
"2024-01-01","16:34","Cordero",5.99,24,"Lima"
"2024-01-01","16:34","Lechuga",7.43,1.5,"Trujillo"
"2024-01-01","16:36","Jamon",14.09,9.5,"Cusco"
"2024-01-01","16:37","Plátano",8.53,1.5,"Trujillo"
"2024-01-01","16:37","Pera",15.13,3.5,"Cusco"
"2024-01-01","16:38","Manzana",4.51,3,"Lima"
"2024-01-01","16:40","Carne de Res",4.08,16.5,"Cusco"
"2024-01-01","16:41","Naranja",5.19,2.2,"Lima"
"2024-01-01","16:41","Plátano",6.77,1.5,"Chiclayo"
"2024-01-01","16:42","Cebolla",5.48,1.8,"Cusco"
"2024-01-01","16:43","Pollo",22.21,8,"Cusco"
"2024-01-01","16:46","Pollo",1.41,8,"Cusco"
"2024-01-01","16:48","Naranja",8.98,2.2,"Arequipa"
"2024-01-01","16:48","Carne de Cerdo",2.19,18,"Chiclayo"
"2024-01-01","16:51","Manzana",67.72,3,"Chiclayo"
"2024-01-01","16:55","Cebolla",28.7,1.8,"Chiclayo"
"2024-01-01","16:56","Naranja",35.45,2.2,"Cusco"
"2024-01-01","16:57","Carne de Cerdo",0.42,18,"Lima"
"2024-01-01","16:57","Carne de Res",5.93,16.5,"Cusco"
"2024-01-01","16:59","Carne de Cerdo",0.4,18,"Cusco"
"2024-01-01","17:00","Tomate",11.94,2,"Lima"
"2024-01-01","17:05","Uva",7.22,4,"Chiclayo"
"2024-01-01","17:06","Cordero",2.35,24,"Trujillo"
"2024-01-01","17:07","Naranja",10.3,2.2,"Arequipa"
"2024-01-01","17:07","Huevo",1,7.2,"Arequipa"
"2024-01-01","17:07","Fresa",1.2,6,"Trujillo"
"2024-01-01","17:07","Lechuga",4.79,1.5,"Trujillo"
"2024-01-01","17:10","Papa",24.67,1.2,"Cusco"
"2024-01-01","17:10","Naranja",18.67,2.2,"Cusco"
"2024-01-01","17:13","Carne de Res",2.39,16.5,"Trujillo"
"2024-01-01","17:14","Carne de Cerdo",0.88,18,"Chiclayo"
"2024-01-01","17:15","Carne de Cerdo",0.4,18,"Cusco"
"2024-01-01","17:16","Pescado",1.1,15,"Chiclayo"
"2024-01-01","17:18","Manzana",4.01,3,"Lima"
"2024-01-01","17:18","Uva",7.04,4,"Trujillo"
"2024-01-01","17:18","Tomate",8.61,2,"Cusco"
"2024-01-01","17:19","Lechuga",8.49,1.5,"Cusco"
"2024-01-01","17:21","Plátano",7.8,1.5,"Trujillo"
"2024-01-01","17:22","Huevo",5.21,7.2,"Trujillo"
"2024-01-01","17:24","Fresa",1.85,6,"Lima"
"2024-01-01","17:25","Queso",4.87,10,"Chiclayo"
"2024-01-01","17:33","Zanahoria",11.64,1.8,"Chiclayo"
"2024-01-01","17:34","Lechuga",6.36,1.5,"Chiclayo"
"2024-01-01","17:36","Zanahoria",3.99,1.8,"Cusco"
"2024-01-01","17:36","Pera",12.6,3.5,"Chiclayo"
"2024-01-01","17:38","Fresa",11.37,6,"Chiclayo"
"2024-01-01","17:39","Cordero",0.38,24,"Cusco"
"2024-01-01","17:40","Queso",1.67,10,"Lima"
"2024-01-01","17:41","Fresa",3.95,6,"Lima"
"2024-01-01","17:41","Papa",15.64,1.2,"Chiclayo"
"2024-01-01","17:42","Huevo",7.9,7.2,"Chiclayo"
"2024-01-01","17:43","Plátano",28.87,1.5,"Lima"
"2024-01-01","17:43","Tomate",5.9,2,"Lima"
"2024-01-01","17:44","Carne de Cerdo",2.71,18,"Cusco"
"2024-01-01","17:46","Carne de Cerdo",0.4,18,"Arequipa"
"2024-01-01","17:46","Queso",3.19,10,"Trujillo"
"2024-01-01","17:46","Pera",23.47,3.5,"Chiclayo"
"2024-01-01","17:47","Carne de Cerdo",0.4,18,"Lima"
"2024-01-01","17:47","Papa",12.24,1.2,"Arequipa"
"2024-01-01","17:51","Carne de Cerdo",0.89,18,"Cusco"
"2024-01-01","17:52","Papa",11.16,1.2,"Lima"
"2024-01-01","17:52","Zanahoria",4.24,1.8,"Arequipa"
"2024-01-01","17:54","Papa",61.22,1.2,"Cusco"
"2024-01-01","17:57","Zanahoria",11.84,1.8,"Trujillo"
"2024-01-01","17:59","Tomate",5.54,2,"Cusco"
"2024-01-01","18:02","Pollo",14.51,8,"Trujillo"
"2024-01-01","18:04","Tomate",12.12,2,"Arequipa"
"2024-01-01","18:05","Zanahoria",16.92,1.8,"Lima"
"2024-01-01","18:07","Queso",3.98,10,"Trujillo"
"2024-01-01","18:10","Jamon",0.76,9.5,"Chiclayo"
"2024-01-01","18:11","Papa",5.99,1.2,"Arequipa"
"2024-01-01","18:12","Carne de Cerdo",0.48,18,"Chiclayo"
"2024-01-01","18:13","Fresa",6.24,6,"Arequipa"
"2024-01-01","18:13","Huevo",1.86,7.2,"Cusco"
"2024-01-01","18:14","Carne de Cerdo",5.22,18,"Cusco"
"2024-01-01","18:17","Papa",74.67,1.2,"Arequipa"
"2024-01-01","18:17","Pera",10.97,3.5,"Trujillo"
"2024-01-01","18:17","Carne de Res",4.53,16.5,"Chiclayo"
"2024-01-01","18:19","Pera",6.14,3.5,"Lima"
"2024-01-01","18:20","Papa",10.56,1.2,"Chiclayo"
"2024-01-01","18:22","Papa",22.08,1.2,"Trujillo"
"2024-01-01","18:22","Pescado",9.68,15,"Chiclayo"
"2024-01-01","18:26","Plátano",55.97,1.5,"Lima"
"2024-01-01","18:27","Manzana",2.4,3,"Trujillo"
"2024-01-01","18:38","Lechuga",32.38,1.5,"Arequipa"
"2024-01-01","18:38","Papa",54.77,1.2,"Cusco"
"2024-01-01","18:39","Pera",6.67,3.5,"Trujillo"
"2024-01-01","18:41","Pescado",2.21,15,"Trujillo"
"2024-01-01","18:43","Zanahoria",59.16,1.8,"Chiclayo"
"2024-01-01","18:45","Manzana",6.1,3,"Arequipa"
"2024-01-01","18:48","Queso",3.9,10,"Trujillo"
"2024-01-01","18:49","Huevo",2.21,7.2,"Trujillo"
"2024-01-01","18:50","Plátano",4.79,1.5,"Lima"
"2024-01-01","18:50","Lechuga",18.95,1.5,"Lima"
"2024-01-01","18:54","Papa",29.06,1.2,"Lima"
"2024-01-01","18:55","Papa",94.16,1.2,"Cusco"
"2024-01-01","18:57","Pollo",0.9,8,"Trujillo"
"2024-01-01","18:58","Cebolla",8.47,1.8,"Lima"
"2024-01-01","18:58","Fresa",8.3,6,"Arequipa"
"2024-01-01","19:00","Jamon",2.32,9.5,"Arequipa"
"2024-01-01","19:01","Uva",6.96,4,"Arequipa"
"2024-01-01","19:03","Plátano",39.56,1.5,"Arequipa"
"2024-01-01","19:04","Queso",21.5,10,"Lima"
"2024-01-01","19:05","Queso",0.72,10,"Arequipa"
"2024-01-01","19:06","Pera",3.19,3.5,"Lima"
"2024-01-01","19:06","Zanahoria",27.82,1.8,"Arequipa"
"2024-01-01","19:08","Fresa",1.2,6,"Arequipa"
"2024-01-01","19:09","Carne de Res",9.57,16.5,"Arequipa"
"2024-01-01","19:13","Papa",12.32,1.2,"Trujillo"
"2024-01-01","19:16","Pescado",1.68,15,"Cusco"
"2024-01-01","19:18","Pera",10.35,3.5,"Chiclayo"
"2024-01-01","19:19","Uva",2.14,4,"Lima"
"2024-01-01","19:22","Papa",29.02,1.2,"Arequipa"
"2024-01-01","19:22","Plátano",36.32,1.5,"Cusco"
"2024-01-01","19:23","Pescado",0.48,15,"Chiclayo"
"2024-01-01","19:25","Zanahoria",5.28,1.8,"Lima"
"2024-01-01","19:25","Manzana",22.41,3,"Arequipa"
"2024-01-01","19:26","Queso",1.08,10,"Trujillo"
"2024-01-01","19:26","Queso",12.2,10,"Cusco"
"2024-01-01","19:31","Cebolla",3.99,1.8,"Trujillo"
"2024-01-01","19:32","Manzana",2.42,3,"Lima"
"2024-01-01","19:32","Zanahoria",3.99,1.8,"Cusco"
"2024-01-01","19:33","Fresa",1.74,6,"Cusco"
"2024-01-01","19:34","Zanahoria",3.99,1.8,"Arequipa"
"2024-01-01","19:36","Cebolla",12.09,1.8,"Chiclayo"
"2024-01-01","19:38","Manzana",4.63,3,"Cusco"
"2024-01-01","19:40","Pollo",2.19,8,"Lima"
"2024-01-01","19:40","Naranja",6.63,2.2,"Chiclayo"
"2024-01-01","19:41","Naranja",26.4,2.2,"Arequipa"
"2024-01-01","19:41","Jamon",1.51,9.5,"Chiclayo"
"2024-01-01","19:42","Cordero",0.3,24,"Chiclayo"
"2024-01-01","19:43","Carne de Res",0.44,16.5,"Cusco"
"2024-01-01","19:43","Pollo",1.06,8,"Chiclayo"
"2024-01-01","19:45","Cordero",0.8,24,"Chiclayo"
"2024-01-01","19:46","Carne de Res",1.91,16.5,"Arequipa"
"2024-01-01","19:48","Papa",5.99,1.2,"Arequipa"
"2024-01-01","19:48","Plátano",4.79,1.5,"Trujillo"
"2024-01-01","19:49","Pera",55.97,3.5,"Cusco"
"2024-01-01","19:50","Tomate",4.29,2,"Lima"
"2024-01-01","19:50","Pollo",7.41,8,"Cusco"
"2024-01-01","19:56","Cordero",2.05,24,"Lima"
"2024-01-01","19:58","Pollo",3.8,8,"Cusco"
"2024-01-01","20:02","Carne de Res",1.23,16.5,"Lima"
"2024-01-01","20:02","Fresa",2.08,6,"Arequipa"
"2024-01-01","20:05","Uva",7.74,4,"Cusco"
"2024-01-01","20:06","Fresa",2.76,6,"Arequipa"
"2024-01-01","20:10","Cordero",2.52,24,"Cusco"
"2024-01-01","20:14","Tomate",8.54,2,"Chiclayo"
"2024-01-01","20:14","Fresa",2.99,6,"Chiclayo"
"2024-01-01","20:16","Cordero",2.27,24,"Chiclayo"
"2024-01-01","20:18","Naranja",4.83,2.2,"Arequipa"
"2024-01-01","20:24","Zanahoria",38.29,1.8,"Cusco"
