,fecha,ventas_diarias_usd,inversion_publicitaria_usd,temperatura_promedio_c
41,2024-02-11,5338.982546395097,98.07025804121693,
42,2024-02-12,6373.49467212558,625.8167176366977,21.58283596563981
43,2024-02-13,4740.064662236063,77.43571840168343,
44,2024-02-14,4833.4587366696915,42.98017680297424,23.754712175867496
45,2024-02-15,4869.624109114019,62.807713715927946,22.872014094665168
46,2024-02-16,5056.083861244887,71.49879629477263,23.297111949601593
47,2024-02-17,5672.6645617445465,152.71311762851965,25.544650227835724
48,2024-02-18,5660.597986689991,106.89094881312249,24.82351081541227
49,2024-02-19,5666.67449487669,327.89180090135466,
50,2024-02-20,5102.408645285274,105.85200980536416,
51,2024-02-21,5770.716453872196,74.2515653630962,26.008635626227917
52,2024-02-22,5082.749304327723,64.17020457971466,24.536125755319667
53,2024-02-23,5738.342311463769,122.22188769681458,24.82715227022202
54,2024-02-24,6067.219916899633,150.73144768201328,26.515422639254766
55,2024-02-25,6105.795972527171,143.4003056420216,24.37185441764943
56,2024-02-26,5193.560257587251,59.16861435541841,25.856070212735506
57,2024-02-27,5375.593349084565,77.12240323330889,24.231467037185137
58,2024-02-28,5066.077540156112,106.23267287708026,24.41990942168919
59,2024-02-29,5582.747863601801,146.6094961918753,24.94282791396571
60,2024-03-01,5478.250756470238,70.83922559288007,25.925493029134966
61,2024-03-02,5944.365527875728,82.03701203159285,26.996011072204183
62,2024-03-03,4918.658259377672,51.771122493614975,25.400168126173618
63,2024-03-04,4713.362422675958,49.49623905294172,
64,2024-03-05,5817.13434568885,135.13346385156274,26.2990575190582
65,2024-03-06,6016.099346470908,177.34908364658364,29.078548479132024
66,2024-03-07,5507.1492765915245,86.83371250793378,25.605086123416843
67,2024-03-08,5792.808439503604,148.6755550573461,22.921616470342634
68,2024-03-09,5366.302880133325,107.8582659071653,25.780307060506086
69,2024-03-10,5284.592056105867,65.1987386376683,25.56073119669942
70,2024-03-11,5354.88648974221,107.84530106913573,25.472360107893966
71,2024-03-12,6072.674732603131,194.22519469055783,27.057251197617074
72,2024-03-13,6107.56730697955,88.41900899834287,27.74099050406644
73,2024-03-14,6086.05051349912,196.82634212206446,26.731717715572547
74,2024-03-15,5149.176523024458,24.291523150772058,25.537821832544832
75,2024-03-16,6262.837440606816,135.76850308635713,27.45529687978825
76,2024-03-17,5149.628026481983,94.0215051333894,23.55369516410777
77,2024-03-18,5178.489292134377,77.51692694985933,24.74629935000805
78,2024-03-19,5226.287372921495,94.24336144661635,24.93766106313193
79,2024-03-20,4850.126383185549,33.32192346587427,25.82066407713604
80,2024-03-21,5651.259775786705,80.65364961685833,26.647940815359913
81,2024-03-22,5587.864512484379,107.61459564167285,25.60577347800663
82,2024-03-23,7757.569753136018,1466.126323917227,24.565042962610505
83,2024-03-24,5251.550019721964,69.46790802292202,27.401870397568313
84,2024-03-25,5294.7616773649825,60.08457773552853,25.600148173200555
85,2024-03-26,5321.150115404368,70.0438502599622,26.118500822670264
86,2024-03-27,5889.662529189302,142.26635767682652,26.802115595096936
87,2024-03-28,5034.027542617518,106.09931132940591,
88,2024-03-29,4865.815082487856,69.06995959513927,26.055520069049823
89,2024-03-30,5548.388198802073,116.3535867544385,27.541210198091846
90,2024-03-31,6117.038575640376,94.4942300226322,26.225665223734907
91,2024-04-01,5900.554857777808,146.1045549590839,27.294139917102875
92,2024-04-02,4918.5539315743745,63.368915731206236,26.816501118406013
93,2024-04-03,5534.9208807641535,76.41422933731555,29.022609000404515
94,2024-04-04,6068.944468868417,73.99118196243379,26.607398420313896
95,2024-04-05,5157.422586650427,43.30389245201944,26.944462870418512
96,2024-04-06,6129.311274252144,104.38230184623106,27.63243848151957
97,2024-04-07,5655.289852903893,102.56816850290491,26.06605850652944
98,2024-04-08,4784.309298405512,90.24757511509578,
99,2024-04-09,4961.4661621982605,80.05440238032057,
100,2024-04-10,4593.791991559901,44.35895606589668,25.23530515314031
101,2024-04-11,4915.66309017401,72.94292883589189,24.490192447487903
102,2024-04-12,5392.554325314985,75.8412804774318,26.374267065682723
103,2024-04-13,4902.287909361178,60.27162115788847,24.933407327799312
104,2024-04-14,5390.4360891344195,83.04288359325732,26.148342535596978
105,2024-04-15,5166.7489550798355,110.1700882522973,
106,2024-04-16,5535.6915894142585,231.15603313326622,
107,2024-04-17,5981.693902996053,98.22776418580861,26.614908263128175
108,2024-04-18,5512.003186745305,102.38858127091626,24.939458215340956
109,2024-04-19,5840.298843936018,86.72802235483225,26.680422548687837
110,2024-04-20,5348.930342535678,34.48810190893648,28.041131280031458
111,2024-04-21,5428.239431215879,88.83165505101064,26.17123048477016
112,2024-04-22,5659.388808892246,92.76923866805978,24.448144549863887
113,2024-04-23,6043.722620974762,308.46890874561143,24.661816569218182
114,2024-04-24,5447.484074368273,81.7625665810384,25.173349981980888
115,2024-04-25,5117.99282281324,104.66593127357419,
116,2024-04-26,5031.5230411740895,88.46828402174177,
117,2024-04-27,4950.795114717437,50.18223006139511,25.651745729390644
118,2024-04-28,6009.06508505181,159.3991457619715,25.043239746820753
119,2024-04-29,5492.393241058122,131.10080306517597,25.612925261114047
120,2024-04-30,5283.4535299975605,133.68896878970386,
121,2024-05-01,5256.2921938402515,57.128680304602014,24.87570866136939
122,2024-05-02,5811.988811784612,181.52568438716077,23.400722761279
123,2024-05-03,4741.931876868892,44.65983128340662,24.527594280118635
124,2024-05-04,5885.052413984653,120.71453542390717,26.227132169793343
125,2024-05-05,6571.212614198179,269.1389564363247,26.030708282587256
126,2024-05-06,5287.5105406094635,54.85711180264606,25.73608466376381
127,2024-05-07,4937.219068583797,67.81959297956743,23.96216822393234
128,2024-05-08,5771.711752378974,94.61591367192838,25.966733604974717
129,2024-05-09,5464.6976588195785,69.9836870635725,26.242445799751295
130,2024-05-10,4505.644028801754,41.45747837414922,23.670766685637325
131,2024-05-11,5172.4726403760405,93.15655709238237,24.586949101888457
132,2024-05-12,5377.022536277052,52.92353537995625,27.613934622266424
133,2024-05-13,5319.584958460031,114.06816580083355,
134,2024-05-14,4977.0810284590825,56.842704491883524,21.88970206122599
135,2024-05-15,6432.4811062595745,195.38406830019824,26.45170197621612
136,2024-05-16,4712.479731251428,60.84765941315563,
137,2024-05-17,4963.488514349977,76.62851315600963,
138,2024-05-18,5257.5844021400235,135.2004657750736,23.990199688519734
139,2024-05-19,4703.071402445753,48.645915184293514,22.24723788157867
140,2024-05-20,5445.323019829749,100.85965209951053,24.141811594195755
141,2024-05-21,5064.502653446699,173.04840916902106,
142,2024-05-22,4514.835971002474,40.29624879939526,
143,2024-05-23,5837.558457133701,98.72289936102347,25.088229855754445
144,2024-05-24,5513.178948012357,102.50805666755625,24.387293385865615
145,2024-05-25,5771.077910299989,133.07480795026873,24.476469715671247
146,2024-05-26,4309.121807420482,48.49810109812425,22.80024774287529
147,2024-05-27,5071.63372070011,46.5148535820503,22.910697333025706
148,2024-05-28,4903.279168600767,116.85931586641952,20.587376922753958
149,2024-05-29,4970.773437441642,104.4274254275847,22.421438512478748
150,2024-05-30,5427.610674836033,102.02791223102905,24.929608476018487
151,2024-05-31,4743.069726370526,107.0423022805307,21.70237605494171
152,2024-06-01,4978.011288805833,64.07073063024384,21.836998399889296
153,2024-06-02,5241.885742691497,101.10169066435311,23.877920978212828
154,2024-06-03,4816.127745546964,104.22335460066455,
155,2024-06-04,5005.840181489256,62.98044560484818,23.770235035745205
156,2024-06-05,5744.5703308590655,228.80892247403867,
157,2024-06-06,5768.615028435306,114.08188276788906,26.396088963767845
158,2024-06-07,4232.012205734427,49.61773108483532,20.632505691642855
159,2024-06-08,5360.871851239931,124.99538346207854,22.592912630539903
160,2024-06-09,4555.822612136885,55.293710334311704,22.02826454742091
161,2024-06-10,4565.498154626875,133.42537087547913,20.390320108331036
162,2024-06-11,7211.967203018371,844.7532122752538,21.518359741804527
163,2024-06-12,4745.012444013139,59.71951436808096,
164,2024-06-13,5110.129355207121,145.72015919653458,20.903682427819756
165,2024-06-14,5197.525907951677,110.65203564358704,23.186112347943215
166,2024-06-15,5414.121912685233,135.77920584190437,
167,2024-06-16,5927.584905915232,232.38523524859238,19.57008094984061
168,2024-06-17,4624.357104768991,79.62323458253057,19.34294478388167
169,2024-06-18,4624.118391817581,61.752342982286976,22.291081657300857
170,2024-06-19,4308.733766773962,57.69916979951537,19.050969318588272
171,2024-06-20,4741.271132030416,59.865169439051165,
172,2024-06-21,4462.7579344992355,86.61293291975744,21.745582292853815
173,2024-06-22,5043.735044361267,106.75921669108816,
174,2024-06-23,5181.850715689266,103.37316472974078,22.210902307181584
175,2024-06-24,4951.664939972386,136.12745616159128,18.19579862907304
176,2024-06-25,5100.503227001524,90.60423409877089,21.11464244372801
177,2024-06-26,5264.01508428869,186.1898847243508,20.50593359850918
178,2024-06-27,4952.477382062796,78.85979929615674,20.285821911804437
179,2024-06-28,6331.05878599514,350.75381067821803,
180,2024-06-29,5070.344534072349,123.079892111647,
181,2024-06-30,4918.888559217093,58.64024418998587,22.583113678893692
182,2024-07-01,4274.001088747972,52.69674826907048,
183,2024-07-02,4704.390456692779,114.57575358819359,21.061484901453568
184,2024-07-03,4654.975724714766,80.50091954971282,21.25486151393174
185,2024-07-04,4969.995001443507,128.6377413092333,21.01088691897972
186,2024-07-05,4517.183636824786,114.04793155736172,19.15368601737593
187,2024-07-06,4620.824389390226,86.79817044933822,19.60708645232075
188,2024-07-07,4022.553566259445,58.94490186972519,17.22401693403529
189,2024-07-08,4390.7795423853195,42.20659074577113,19.195502517058543
190,2024-07-09,4631.611061231999,72.0055013665944,21.002632309593295
191,2024-07-10,4668.74834265361,138.13056998769616,
192,2024-07-11,4867.369796309128,100.18784481544431,20.55786972939974
193,2024-07-12,4249.558253794344,48.285466301366725,19.058779093687274
194,2024-07-13,4148.618966549719,98.15918159666305,16.741904862733943
195,2024-07-14,4420.8395582773755,109.14297171598209,17.057895237341757
196,2024-07-15,4277.137432083997,57.86260273739276,19.99712028317796
197,2024-07-16,4717.196785015996,97.20892740436607,19.34665304500197
198,2024-07-17,4995.519508722598,92.6755199254649,18.570653153113394
199,2024-07-18,3817.5269239182862,50.831429340679506,17.907568227432787
200,2024-07-19,4507.622238712788,107.65091033140881,18.53557505080194
201,2024-07-20,4662.077599088646,119.15107946092022,19.441802128264914
202,2024-07-21,4985.254346450984,154.70585767302998,20.237329027383748
203,2024-07-22,5266.107451675691,152.45981086698094,20.211852423136506
204,2024-07-23,4626.429538875297,45.203084064294146,
205,2024-07-24,4242.536982973615,56.32212714477912,17.47585467322943
206,2024-07-25,4561.340870307804,116.45647914079416,17.857830351789485
207,2024-07-26,4376.70584868131,116.38375636798615,18.327044782988892
208,2024-07-27,4402.049154657769,116.45720228521729,18.227098375950316
209,2024-07-28,6324.608163590044,617.9241685562699,19.318867249607187
210,2024-07-29,5081.994720683079,119.75467262306321,
211,2024-07-30,4851.8398588586315,158.82180017506417,16.865161009535687
212,2024-07-31,5231.6602379929245,145.03874037658258,
213,2024-08-01,4499.952285230468,124.67316407698507,18.750907989462938
214,2024-08-02,4074.3313353808408,76.88919639880123,16.752391168627074
215,2024-08-03,4910.051388701922,131.56284026973432,19.063466969326022
216,2024-08-04,6102.014691492646,510.7087709872251,19.257029820884846
217,2024-08-05,4209.641322061913,79.96513255706374,15.952021259248173
218,2024-08-06,4265.755507376665,70.620341489853,19.155689271302524
219,2024-08-07,4244.277902364662,93.77863607657322,18.085912717799104
220,2024-08-08,5455.059703040635,286.382773056996,19.94309431261925
221,2024-08-09,4676.762515289098,35.387809757560085,
222,2024-08-10,4187.486152652448,126.86583302769111,15.697282996821
223,2024-08-11,4557.567324020874,40.19095878182823,
224,2024-08-12,4219.268598215904,71.09621262492895,16.92585273759743
225,2024-08-13,4698.336532839146,155.16286364571855,16.554493698146878
226,2024-08-14,6171.049482209253,765.3474419829246,15.070869035834402
227,2024-08-15,4062.367360066035,52.51651077118215,15.71753654144605
228,2024-08-16,3556.9384968703444,62.95046487989111,13.799666824094263
229,2024-08-17,4173.782772203671,126.44391807214735,17.49160594719176
230,2024-08-18,3689.265417890724,62.47813678733478,14.888105463688609
231,2024-08-19,4807.234100091405,100.30637926511464,20.19374145833985
232,2024-08-20,3988.3679783444186,92.09180131815074,15.220597083741401
233,2024-08-21,4019.936347039214,64.98781730141526,14.277240061684278
234,2024-08-22,4700.536672259644,262.9521416384724,14.732226073695463
235,2024-08-23,4039.294837621524,123.58874872646854,13.168159404711336
236,2024-08-24,3679.356474028046,32.70175370773741,15.94631065335872
237,2024-08-25,3935.8349709320723,98.81280062909178,14.531270772405648
238,2024-08-26,3762.9724529133873,64.6576719792055,16.79765087692111
239,2024-08-27,4197.950569072487,137.8569657266044,14.629753564894918
240,2024-08-28,4612.143173778022,60.566360445380255,17.06111029101665
241,2024-08-29,3914.7621012393024,84.99834445210267,16.06468927985718
242,2024-08-30,3840.344579485849,115.87286972771966,14.916962146578554
243,2024-08-31,4928.498206899067,138.7782863015242,17.191496112726764
244,2024-09-01,3976.649511337128,49.395128030804365,16.198202279299885
245,2024-09-02,4523.851480957656,76.15337372825789,19.139246016153624
246,2024-09-03,3945.4135065154505,70.98917100976078,14.057473196755735
247,2024-09-04,6078.204995249845,549.7034140774363,
248,2024-09-05,4835.571921526065,217.6149289946435,16.93292870256829
249,2024-09-06,3875.529465676302,110.2213763285314,12.221065501682034
250,2024-09-07,4214.080580616269,47.92120132274951,16.469913588492485
251,2024-09-08,4099.392552377029,142.44144080466796,15.113209803363647
252,2024-09-09,4685.686566347297,260.10310198454704,13.083340280601252
253,2024-09-10,4009.9277533682052,150.84195458009992,12.334152434400728
254,2024-09-11,3411.0172417767294,42.11125383756433,13.33469892996205
255,2024-09-12,4743.990323051357,70.66023470718076,
256,2024-09-13,3966.936811957984,169.60217958354738,13.543604854680073
257,2024-09-14,3986.875132050748,63.191213664402525,15.181527598090096
258,2024-09-15,3801.6543311200126,112.3826666280001,13.504725747161867
259,2024-09-16,4225.490661159262,132.5973412591367,16.274842354006328
260,2024-09-17,4797.836629817287,56.62976691622708,
261,2024-09-18,4264.765767839249,87.37745714319564,16.057403420144453
262,2024-09-19,4179.862541077125,17.80298838430716,
263,2024-09-20,3256.714544190577,53.93643261382324,10.615421779390402
264,2024-09-21,5081.49773165162,79.33789824913416,
265,2024-09-22,3707.3078882749237,48.23613403723642,13.854876668444378
266,2024-09-23,4126.22172750295,203.60984781828617,12.712514141782057
267,2024-09-24,4645.303745817235,229.8863751113524,13.831200691165657
268,2024-09-25,4119.41620151437,72.23883315591402,16.444469336435883
269,2024-09-26,3803.366078925387,96.0981714906753,11.551381795202003
270,2024-09-27,4684.356096764149,185.05195889431835,16.730035118986187
271,2024-09-28,3634.740985751092,43.90678765473678,15.333811339121004
272,2024-09-29,5113.132592057385,161.02858182269594,
273,2024-09-30,3744.296369801465,90.47888698539627,12.930075214460427
274,2024-10-01,3486.4168164585594,55.105287556963745,12.68913004334572
275,2024-10-02,5111.310953410757,113.41478218140436,
276,2024-10-03,4341.442728773139,99.43755386418766,16.579648153033478
277,2024-10-04,4133.173489770866,66.67910006198746,16.315804813177675
278,2024-10-05,3557.9413431549838,93.21429059437759,11.906623218476145
279,2024-10-06,4605.041968811516,74.24297805561793,
280,2024-10-07,3838.1449481850086,95.27416404802196,14.68440971248415
281,2024-10-08,4161.597907002668,125.34442363549702,13.597403036234093
282,2024-10-09,5494.238940577393,198.94102182777664,
283,2024-10-10,4511.732405362277,417.8979522053832,13.089244204802549
284,2024-10-11,5232.74643614589,261.5215494876231,17.019708546517474
285,2024-10-12,3528.727277933018,33.91834777380724,13.227193292748677
286,2024-10-13,3695.822538986062,83.43830132822286,13.887708945912749
287,2024-10-14,3871.121466484127,120.80269601326648,12.437631132912404
288,2024-10-15,4015.7525654359756,103.5957114675296,15.06126094681658
289,2024-10-16,3842.316154705278,65.9337361588265,14.378288072607745
290,2024-10-17,4594.661392511956,81.12075725698952,
291,2024-10-18,3481.5100272828804,70.35117830976935,12.305607946737428
292,2024-10-19,4198.348076463815,67.04188823192784,16.40047596324539
293,2024-10-20,4019.979389494696,137.6619508680603,11.918106565475522
294,2024-10-21,5066.904113251449,107.60937185753694,
295,2024-10-22,3236.0696267610797,63.6592857716378,11.16615775999509
296,2024-10-23,4070.9210275733667,141.14672296090916,15.495567423043394
297,2024-10-24,4094.729253966397,104.9673931434214,15.929620604590284
298,2024-10-25,4329.3407390940265,135.15618821377063,16.157407638347866
299,2024-10-26,3981.415251271163,123.32392385126047,14.31610442032938
300,2024-10-27,4069.8942840994073,59.47181450617372,16.978220190432083
301,2024-10-28,4227.987042580379,68.0273261704425,18.10979946373681
302,2024-10-29,4147.128540443356,130.79703918435143,14.213160236270873
303,2024-10-30,4250.011767683102,122.14210142721919,14.068142223939649
304,2024-10-31,3934.752907339485,89.0812792539953,15.019027762139821
305,2024-11-01,3698.44045227492,95.45583613293053,14.130896031503871
306,2024-11-02,6180.7192006023915,1354.1264013918044,13.965292156819652
307,2024-11-03,3811.246189528994,66.96796063785051,14.151181755830866
308,2024-11-04,4650.538121591132,118.3384442340646,17.58661025381452
309,2024-11-05,4185.563674319905,81.36162087354353,16.22896367273866
310,2024-11-06,4060.4877593662436,80.73396757168457,14.409346455068697
311,2024-11-07,3827.8334351208605,155.92707437472936,11.509145932368508
312,2024-11-08,4290.989517808325,136.00724746418544,12.937629319049634
313,2024-11-09,4544.626898011661,135.19995327373286,16.073368517478162
314,2024-11-10,3618.8586537539954,172.90449734101105,12.201177126613144
315,2024-11-11,4431.291429043117,90.9674655185365,15.889655440306559
316,2024-11-12,3932.350942093473,126.5929075523513,13.919821886523131
317,2024-11-13,3852.511334806278,77.08175576034614,15.725206524087096
318,2024-11-14,5076.213539153595,105.85637010318548,
319,2024-11-15,3809.385402959493,84.3460916341197,15.910945167145416
320,2024-11-16,3947.4673878880594,94.49037547583143,15.211617267072334
321,2024-11-17,4476.23021751901,121.21653754504709,15.236754958246395
322,2024-11-18,3851.8728105777377,59.793063448452045,14.872152658597669
323,2024-11-19,5120.643848541727,256.26027772482126,16.75603076640916
324,2024-11-20,3957.592740030802,54.43412795376735,17.31601164596153
325,2024-11-21,3379.687209911153,49.05321325276816,14.358947410854745
326,2024-11-22,4660.406489402725,160.6222663625376,16.190276800916386
327,2024-11-23,4639.864235773731,133.73113739142687,16.64401188954085
328,2024-11-24,5243.465602567642,122.98469399031221,
329,2024-11-25,4475.330272888267,123.24481642468314,16.76535278867197
330,2024-11-26,3979.0003093246683,89.4676058163587,15.996737246735455
331,2024-11-27,4457.038867247727,57.476307203725774,17.103933759188088
332,2024-11-28,4993.177574597483,93.49446896560957,
333,2024-11-29,4663.085093314402,64.16251388204105,
334,2024-11-30,4650.806328253408,146.5783161295855,17.70688409168796
335,2024-12-01,4865.208865745588,83.63577082427166,
336,2024-12-02,3851.318056402111,59.575916188268096,14.35118642246237
337,2024-12-03,4456.51359564962,76.65440549763713,18.633894137380945
338,2024-12-04,4674.984331292772,110.66036403524285,17.82426559738945
339,2024-12-05,4753.394360614804,67.90690503644255,
340,2024-12-06,4283.6850389346055,59.67360541106192,18.70054470780563
341,2024-12-07,5075.01334809074,101.6813196995326,
342,2024-12-08,5067.886651710538,101.74638399457567,
343,2024-12-09,4119.735753873827,69.86245722450505,17.020133068957467
344,2024-12-10,4210.783014365422,71.12798409378942,18.331541533299102
345,2024-12-11,4380.828552728557,101.09139095872366,16.79683288866724
346,2024-12-12,4270.641642069382,43.639287289841356,19.424593974767486
347,2024-12-13,3971.501729828976,44.53467560503001,17.962178771270256
348,2024-12-14,4050.7912798295274,62.85169410294507,17.722801677484437
349,2024-12-15,4648.268167562039,80.90506450495965,19.497564571216323
350,2024-12-16,4611.294119065103,105.15692757857254,17.98854508582425
351,2024-12-17,5101.870752441655,188.23253907770038,19.99022864200775
352,2024-12-18,4868.421964126725,138.21767694737932,20.1378603482363
353,2024-12-19,4672.2101338966295,83.09883936344232,
354,2024-12-20,4845.459300615297,89.16529514949418,20.534530044274923
355,2024-12-21,3861.7553438266164,54.529144362475655,16.779187177658304
356,2024-12-22,5245.7791618045385,89.1877262481715,20.83151786633808
357,2024-12-23,4852.721343081509,77.91906661793476,22.218863155665765
358,2024-12-24,4406.499797496809,105.77976882136407,20.59100338800758
359,2024-12-25,4652.546614103626,59.52429379071484,
360,2024-12-26,4993.529088295509,116.70778623027378,21.079559786654347
361,2024-12-27,5862.19219857487,193.71140657115217,22.956378888090093
362,2024-12-28,6559.217732816175,844.2477158384473,19.23573453516343
363,2024-12-29,4828.813616446394,110.04131223406455,
364,2024-12-30,4593.371872224388,127.11243323268974,18.113989780175338
365,2024-12-31,4719.430531645635,73.65483315615971,20.468119128229507
366,2025-01-01,4611.6658726621745,100.68997492594617,22.007045910749696
367,2025-01-02,5143.467981366915,90.58568518417276,21.253135361960656
368,2025-01-03,5253.498113523288,94.52251397768549,25.022668469271213
369,2025-01-04,4820.483072155944,61.160105624108766,20.462355125262615
370,2025-01-05,4509.480462954003,91.12708649484608,18.06977874130178
371,2025-01-06,5151.431914555888,115.46865936170282,
372,2025-01-07,4981.50186941522,185.9674770580067,17.096570621577378
373,2025-01-08,5116.322011169429,145.42135325874176,20.02401674538282
374,2025-01-09,6068.03061511805,264.16957559948895,23.362426011886004
375,2025-01-10,4679.773359427909,61.333501976624596,21.51545933803652
376,2025-01-11,5242.2283629660415,139.23460530878535,21.39848547830637
377,2025-01-12,5185.739462580491,98.6591522245356,23.961797564284744
378,2025-01-13,5506.075842445306,269.05113826508807,20.925629240529936
379,2025-01-14,5029.301277281553,60.09044580795687,
380,2025-01-15,4569.612886490353,59.15369630938773,21.726080233446634
381,2025-01-16,4879.320538901338,66.70658523962905,22.201820140393167
382,2025-01-17,4389.637426255359,31.126269398634303,
383,2025-01-18,4656.457619513061,69.20841706814996,21.106457155695402
384,2025-01-19,4569.150514585639,61.58594440272839,19.831340620888373
385,2025-01-20,5127.962212670828,97.04714518260977,21.882269780226668
386,2025-01-21,4990.032890482356,106.79146289474026,22.70766024893263
387,2025-01-22,5427.613260233283,230.00140546178613,20.553290099706864
388,2025-01-23,5500.70706015359,144.77950343846575,25.387748821488877
389,2025-01-24,5098.469726955155,67.46090009343573,22.82608696387378
390,2025-01-25,4862.877551103695,57.442971998695704,22.589854994051727
391,2025-01-26,5391.408071660871,115.11821832159447,23.751140182321027
392,2025-01-27,4689.555134351394,46.52004972242686,21.44598392914358
393,2025-01-28,5671.465084814934,224.91653614692692,23.026517844168286
394,2025-01-29,5519.250242684539,162.3444090564154,21.797103710158343
395,2025-01-30,4569.223250214026,71.19425834523537,
396,2025-01-31,4738.303512474703,38.22282061174839,21.464066639017005
397,2025-02-01,5463.949618615466,177.13925720062022,23.23524183315406
398,2025-02-02,4516.560037949477,85.00670003913484,
399,2025-02-03,5566.090520440936,167.1527652054846,23.906850495617267
400,2025-02-04,4577.214472483664,40.56015458742928,22.528357778122455
401,2025-02-05,4775.875045212435,66.70717301029251,22.141537537505155
402,2025-02-06,5132.192196169043,90.25345236734135,22.718167362195434
403,2025-02-07,5572.93126247409,92.15669150937809,24.443349372006175
404,2025-02-08,4717.97136388843,71.87778629864862,
405,2025-02-09,5435.646801575088,122.90663058491346,25.00690701801984
406,2025-02-10,4841.973434871507,52.78303252156021,24.6072829453025
407,2025-02-11,4651.94489877429,83.83161951396607,20.55443866230426
408,2025-02-12,4951.587870457141,95.59760962823039,24.41790840825349
409,2025-02-13,5733.939855772185,116.42175506635806,27.49799875506641
410,2025-02-14,8394.443167562704,1284.428600502043,26.184653538867376
411,2025-02-15,4930.458240340782,51.29939476126305,24.9029594747511
412,2025-02-16,4822.503443799901,41.80194688457962,22.752776034070557
413,2025-02-17,5539.458771623556,170.51758188193452,25.128832711972382
414,2025-02-18,5326.899462455897,106.28849052736365,
415,2025-02-19,5021.605015168738,61.914644302731084,
416,2025-02-20,6058.2093680355665,195.50305145347085,25.091602049510282
417,2025-02-21,6163.367392633911,95.37698644748629,26.946268794018714
418,2025-02-22,5636.39173675866,162.3328069874167,23.459762310928078
419,2025-02-23,5332.243114383969,93.10791908967126,23.22071712160937
420,2025-02-24,6542.512053067619,252.23822100905787,25.908283343035485
421,2025-02-25,6111.563766165988,216.51729336379987,25.6151732741116
422,2025-02-26,5203.55378822652,79.48099414816524,26.530281201314065
423,2025-02-27,6012.100735961449,146.31845946256294,25.89840115166252
424,2025-02-28,4975.190936808505,124.29875405733993,
425,2025-03-01,7693.575996238041,1171.403330701529,25.800872726852923
426,2025-03-02,4997.713419844083,55.56415336656452,23.49154831343332
427,2025-03-03,5719.20012666813,126.85259334206481,24.87987216326597
428,2025-03-04,5915.10767098154,152.81258614892738,26.058603906109788
429,2025-03-05,5069.626192583782,37.36110749487753,24.811116753671456
430,2025-03-06,5511.831916704843,49.81771998173819,29.099863491258198
431,2025-03-07,4569.044711605345,32.47218611650802,22.603806503580316
432,2025-03-08,4965.842364887176,78.6727294586732,
433,2025-03-09,5885.8054278595155,128.8657452464719,24.119157975494943
