FECHA,EJECUTADO,PROG. DIARIA,PROG. SEMANAL
02/01/2023 15:00,7065.77118,7285.05087,7371.13122
02/01/2023 15:30,6959.66228,7281.52452,7368.93057
02/01/2023 16:00,6934.88389,7281.17476,7354.1773
02/01/2023 16:30,6978.88609,7245.24955,7280.92173
02/01/2023 17:00,6867.46769,7083.22953,7295.04957
02/01/2023 17:30,6866.18588,6981.66504,7056.99354
02/01/2023 18:00,6782.56483,6853.01119,7033.39917
02/01/2023 18:30,6752.14966,6995.23164,7194.88426
02/01/2023 19:00,7065.51219,7309.83304,7198.30133
02/01/2023 19:30,7161.40679,7343.31199,7372.79399
02/01/2023 20:00,7132.55784,7311.6671,7364.65023
02/01/2023 20:30,7169.47575,7280.33056,7287.09895
02/01/2023 21:00,7109.27848,7220.72357,7286.24582
02/01/2023 21:30,7034.66723,7194.05623,7266.85361
02/01/2023 22:00,6916.78898,7167.08719,7261.66037
02/01/2023 22:30,6835.56197,7023.79488,6945.82588
02/01/2023 23:00,6720.98557,6824.21208,6940.7607
02/01/2023 23:30,6567.27714,6618.4016,6553.94262
03/01/2023 00:00,6541.62049,6430.63611,6539.74479
03/01/2023 00:30,6359.63811,6481.2378,6319.47812
03/01/2023 01:00,6335.61502,6377.70167,6309.64586
03/01/2023 01:30,6259.63815,6286.61114,6119.77357
03/01/2023 02:00,6178.19153,6213.76767,6093.70839
03/01/2023 02:30,6123.09743,6157.08337,6005.873
03/01/2023 03:00,5981.06019,6125.4368,6002.81082
03/01/2023 03:30,6033.34061,6110.08181,5953.69214
03/01/2023 04:00,6057.35963,6093.9141,5959.0674
03/01/2023 04:30,6000.45621,6102.51432,5982.94552
03/01/2023 05:00,6110.45528,6120.94398,5999.92454
03/01/2023 05:30,5999.62707,6132.45143,6024.3085
03/01/2023 06:00,5986.80159,6160.06392,6067.27172
03/01/2023 06:30,6094.11509,6211.09765,6174.85571
03/01/2023 07:00,6216.88946,6310.72966,6233.23635
03/01/2023 07:30,6442.48542,6492.06091,6458.34004
03/01/2023 08:00,6542.83668,6676.68512,6488.56067
03/01/2023 08:30,6797.98317,6874.69607,6791.26104
03/01/2023 09:00,6938.07201,7047.84472,6830.97651
03/01/2023 09:30,6890.98603,7156.14767,7022.54437
03/01/2023 10:00,6922.72363,7254.28052,7062.18453
03/01/2023 10:30,7062.75209,7302.37606,7242.73008
03/01/2023 11:00,7197.37854,7338.79839,7264.74866
03/01/2023 11:30,7299.73164,7357.49796,7399.06394
03/01/2023 12:00,7327.90499,7352.55042,7412.06922
03/01/2023 12:30,7151.06577,7293.54417,7300.11886
03/01/2023 13:00,7275.26527,7251.23281,7317.47551
03/01/2023 13:30,7205.83833,7229.12845,7246.33542
03/01/2023 14:00,7282.91452,7288.82511,7246.86039
03/01/2023 14:30,7247.45647,7379.72316,7385.45995
03/01/2023 15:00,7328.99472,7382.67818,7377.85077
03/01/2023 15:30,7340.05834,7372.30722,7357.5032
03/01/2023 16:00,7284.01923,7366.82364,7349.88501
03/01/2023 16:30,7159.62124,7312.37365,7249.06497
03/01/2023 17:00,7022.04374,7196.61557,7245.90067
03/01/2023 17:30,6983.84679,7085.12985,6997.52886
03/01/2023 18:00,6870.84669,7006.16715,6973.8856
03/01/2023 18:30,6890.5941,6960.46157,7026.71878
03/01/2023 19:00,7123.12988,7133.84603,7012.38258
03/01/2023 19:30,7228.84652,7234.98727,7291.6799
03/01/2023 20:00,7200.4532,7261.73637,7282.65362
03/01/2023 20:30,7201.08529,7283.65508,7251.38303
03/01/2023 21:00,7121.65959,7281.92018,7239.49827
03/01/2023 21:30,7049.90038,7258.2522,7324.851
03/01/2023 22:00,6945.57805,7171.78192,7332.32694
03/01/2023 22:30,6970.43491,7079.70677,7134.44554
03/01/2023 23:00,6708.69734,6926.59568,7118.57191
03/01/2023 23:30,6498.30375,6763.61871,6716.45521
04/01/2023 00:00,6453.12888,6515.20207,6702.34944
04/01/2023 00:30,6362.664,6516.06235,6322.82811
04/01/2023 01:00,6264.644,6376.7196,6314.05939
04/01/2023 01:30,6144.306,6267.96275,6110.82624
04/01/2023 02:00,6127.724,6202.76534,6101.64416
04/01/2023 02:30,6068.476,6158.39542,6008.37251
04/01/2023 03:00,6000.435,6116.13571,5980.74107
04/01/2023 03:30,6095.36,6110.39907,5965.84536
04/01/2023 04:00,6090.304,6101.95132,5950.67273
04/01/2023 04:30,6060.904,6092.48819,5982.71453
04/01/2023 05:00,6119.313,6117.83639,6003.15864
04/01/2023 05:30,6124.014,6127.35148,6026.35101
04/01/2023 06:00,6068.725,6142.54662,6071.21251
04/01/2023 06:30,6157.013,6170.21164,6172.98386
04/01/2023 07:00,6226.271,6253.13936,6236.33705
04/01/2023 07:30,6397.429,6422.5049,6531.05383
04/01/2023 08:00,6642.809,6563.89042,6557.98856
04/01/2023 08:30,6939.66765,6767.32203,6939.47295
04/01/2023 09:00,7114.76664,6968.97941,6950.82561
04/01/2023 09:30,7107.4493,7111.65882,7161.34488
04/01/2023 10:00,7274.94651,7254.0718,7200.50176
04/01/2023 10:30,7296.17154,7293.53114,7350.87675
04/01/2023 11:00,7288.89563,7378.61264,7355.12287
04/01/2023 11:30,7483.806,7385.12495,7456.37519
04/01/2023 12:00,7459.905,7362.58926,7457.13303
04/01/2023 12:30,7441.826,7295.9165,7356.48108
04/01/2023 13:00,7376.947,7257.90411,7389.85264
04/01/2023 13:30,7331.597,7203.90111,7283.09417
04/01/2023 14:00,7367.631,7286.40134,7313.5984
04/01/2023 14:30,7469.645,7358.017,7412.21192
04/01/2023 15:00,7357.037,7350.32593,7414.094
04/01/2023 15:30,7437.219,7343.97036,7392.62634
04/01/2023 16:00,7318.658,7331.78881,7366.15271
04/01/2023 16:30,7294.575,7286.37625,7259.92375
04/01/2023 17:00,7234.123,7181.07356,7287.65665
04/01/2023 17:30,7101.547,7059.44346,7040.35065
04/01/2023 18:00,7049.646,6972.28905,6999.53255
04/01/2023 18:30,7032.543,6905.92115,7061.50031
04/01/2023 19:00,7309.537,7213.93759,7051.29267
04/01/2023 19:30,7303.653,7264.19069,7288.85946
04/01/2023 20:00,7288.782,7291.63613,7267.42057
04/01/2023 20:30,7280.853,7282.7492,7241.37722
04/01/2023 21:00,7189.997,7252.25015,7237.06008
04/01/2023 21:30,7149.112,7248.56442,7302.49195
04/01/2023 22:00,7029.502,7190.20443,7301.68206
04/01/2023 22:30,7062.385,7107.42759,7101.7906
04/01/2023 23:00,6833.548,6948.00883,7090.72495
04/01/2023 23:30,6766.665,6715.80112,6692.02366
05/01/2023 00:00,6730.812,6541.81981,6668.40163
05/01/2023 00:30,6360.03095,6342.67978,6321.82914
05/01/2023 01:00,6258.94373,6242.29124,6313.96961
05/01/2023 01:30,6179.70451,6147.69762,6121.83257
05/01/2023 02:00,5983.06579,6084.50887,6117.94587
05/01/2023 02:30,6067.14552,6034.55769,6013.45623
05/01/2023 03:00,5953.8355,5989.97958,6015.94588
05/01/2023 03:30,5966.07426,5972.72242,6002.56421
05/01/2023 04:00,5974.70349,5976.61704,6010.1864
05/01/2023 04:30,6021.06638,5982.69908,6046.30057
05/01/2023 05:00,6023.20416,5988.49515,6045.70002
05/01/2023 05:30,5935.86296,6010.36108,6061.49862
05/01/2023 06:00,6033.24231,6030.97296,6113.79903
05/01/2023 06:30,5993.28848,6089.5669,6223.30968
05/01/2023 07:00,6138.29669,6160.95569,6281.53206
05/01/2023 07:30,6422.14394,6338.24494,6579.19297
05/01/2023 08:00,6512.04336,6471.83223,6619.85325
05/01/2023 08:30,6867.37722,6679.1677,6982.52324
05/01/2023 09:00,6977.01824,6861.55812,7001.91917
05/01/2023 09:30,6967.58381,7001.9071,7227.38506
05/01/2023 10:00,7201.61757,7115.99733,7231.87104
05/01/2023 10:30,7301.31547,7199.73118,7401.71258
05/01/2023 11:00,7339.41291,7279.2344,7394.30797
05/01/2023 11:30,7282.68002,7280.18122,7499.54005
05/01/2023 12:00,7338.48208,7281.41155,7491.40232
05/01/2023 12:30,7345.97728,7238.33557,7412.29156
05/01/2023 13:00,7312.32498,7204.17458,7427.06283
05/01/2023 13:30,7157.65908,7161.41229,7337.53915
05/01/2023 14:00,7278.67599,7141.35626,7341.83504
05/01/2023 14:30,7381.5833,7226.81895,7479.98924
05/01/2023 15:00,7302.33164,7223.29992,7465.50035
05/01/2023 15:30,7217.35253,7218.25195,7439.42719
05/01/2023 16:00,7257.5294,7202.13405,7422.18929
05/01/2023 16:30,7238.00406,7146.43973,7312.68703
05/01/2023 17:00,7118.32029,7102.09154,7327.33396
05/01/2023 17:30,7077.84907,7004.28957,7087.41195
05/01/2023 18:00,6876.05279,6895.2696,7063.78258
05/01/2023 18:30,6882.10034,6833.27432,7110.68844
05/01/2023 19:00,7147.79364,7089.35798,7105.55135
05/01/2023 19:30,7232.29004,7130.83632,7324.49438
05/01/2023 20:00,7189.9648,7131.95575,7334.38564
05/01/2023 20:30,7187.56403,7128.28891,7282.13878
05/01/2023 21:00,7122.27391,7112.74187,7278.04491
05/01/2023 21:30,7059.48029,7089.00407,7356.39044
05/01/2023 22:00,6958.81795,6989.89419,7332.67246
05/01/2023 22:30,6951.17779,6894.28537,7155.39061
05/01/2023 23:00,6696.92438,6763.51379,7143.81376
05/01/2023 23:30,6615.54411,6616.44139,6727.20026
06/01/2023 00:00,6439.39525,6439.61578,6738.57803
06/01/2023 00:30,6381.53693,6312.95813,6367.92392
06/01/2023 01:00,6228.43918,6187.6019,6353.2344
06/01/2023 01:30,6258.32264,6102.44285,6161.43834
06/01/2023 02:00,6094.14074,6028.33493,6159.53898
06/01/2023 02:30,6026.65622,5983.91219,6048.81935
06/01/2023 03:00,6062.64941,5953.59442,6060.1132
06/01/2023 03:30,6026.64037,5952.26314,6022.31953
06/01/2023 04:00,6020.11774,5964.41113,6011.7428
06/01/2023 04:30,6028.11579,5976.27366,6046.4837
06/01/2023 05:00,6138.03003,5981.64404,6055.1458
06/01/2023 05:30,6108.96641,5978.39249,6077.12657
06/01/2023 06:00,6066.53741,5988.34953,6122.88325
06/01/2023 06:30,6171.90136,6038.70293,6222.24481
06/01/2023 07:00,6248.25719,6132.93398,6303.04637
06/01/2023 07:30,6520.03352,6332.56225,6589.94846
06/01/2023 08:00,6611.45215,6510.11335,6596.70291
06/01/2023 08:30,6876.75196,6755.30115,6996.0277
06/01/2023 09:00,6978.52822,6916.25282,7006.20582
06/01/2023 09:30,7064.10436,7027.5288,7234.7733
06/01/2023 10:00,7217.41813,7125.66917,7250.82271
06/01/2023 10:30,7320.90093,7199.03921,7410.38563
06/01/2023 11:00,7345.60286,7279.42527,7406.69877
06/01/2023 11:30,7369.19313,7324.96076,7496.53895
06/01/2023 12:00,7482.61328,7339.61419,7505.63687
06/01/2023 12:30,7471.48514,7301.8115,7386.94084
06/01/2023 13:00,7325.60753,7270.52328,7445.50096
06/01/2023 13:30,7373.22803,7231.9909,7371.95637
06/01/2023 14:00,7374.25915,7258.68413,7363.16298
06/01/2023 14:30,7411.16307,7327.3763,7490.36601
06/01/2023 15:00,7522.68662,7321.46354,7490.2351
06/01/2023 15:30,7511.17242,7312.97599,7450.85262
06/01/2023 16:00,7327.65956,7295.1613,7441.1819
06/01/2023 16:30,7277.06677,7242.6607,7313.2499
06/01/2023 17:00,7203.05791,7105.63146,7347.81799
06/01/2023 17:30,7004.38383,6993.12195,7096.32485
06/01/2023 18:00,6891.08246,6892.75672,7048.9835
06/01/2023 18:30,6838.08637,6845.35168,7118.30823
06/01/2023 19:00,7121.27646,7148.55355,7109.3776
06/01/2023 19:30,7272.3219,7190.8333,7340.60194
06/01/2023 20:00,7275.55733,7199.3837,7326.32123
06/01/2023 20:30,7253.29624,7173.55253,7309.34729
06/01/2023 21:00,7194.85932,7142.18421,7295.84733
06/01/2023 21:30,7188.84705,7086.93729,7358.88278
06/01/2023 22:00,7072.24837,7024.58353,7348.50681
06/01/2023 22:30,6978.99472,6934.89938,7167.60486
06/01/2023 23:00,6798.08323,6779.43695,7138.95512
06/01/2023 23:30,6658.68965,6603.56302,6738.54158
07/01/2023 00:00,6512.70003,6444.36523,6751.88109
07/01/2023 00:30,6386.78266,6475.3897,6510.80046
07/01/2023 01:00,6284.83942,6355.0218,6497.79023
07/01/2023 01:30,6194.1716,6277.67774,6329.4879
07/01/2023 02:00,6245.16149,6229.60459,6327.77939
07/01/2023 02:30,6089.81923,6183.84647,6249.90767
07/01/2023 03:00,6136.24688,6161.1428,6242.46002
07/01/2023 03:30,6195.40352,6141.48523,6242.40626
07/01/2023 04:00,6086.92616,6131.23489,6242.76589
07/01/2023 04:30,6193.18131,6125.3201,6248.12233
07/01/2023 05:00,6216.11991,6130.94944,6253.1814
07/01/2023 05:30,6180.91973,6143.09089,6279.302
07/01/2023 06:00,5999.75525,6147.51124,6310.753
07/01/2023 06:30,6108.85234,6171.36402,6376.8406
07/01/2023 07:00,6061.18224,6248.23897,6435.82041
07/01/2023 07:30,6368.98303,6363.92743,6584.94527
07/01/2023 08:00,6392.07815,6582.23342,6620.46684
07/01/2023 08:30,6705.48874,6825.45341,6940.0934
07/01/2023 09:00,6848.79439,6961.65719,6963.49164
07/01/2023 09:30,7060.55485,7080.31199,7240.03248
07/01/2023 10:00,7035.24441,7182.3663,7260.57073
07/01/2023 10:30,7099.22687,7254.90045,7410.63783
07/01/2023 11:00,7293.3591,7286.9275,7425.34942
07/01/2023 11:30,7347.76931,7297.20094,7460.78381
07/01/2023 12:00,7338.74037,7294.72078,7456.52538
07/01/2023 12:30,7279.55522,7273.69217,7357.52124
07/01/2023 13:00,7210.64063,7231.28461,7383.48936
07/01/2023 13:30,7091.45755,7181.52299,7279.92963
07/01/2023 14:00,7031.64111,7132.92373,7278.13844
07/01/2023 14:30,7069.133,7095.09228,7195.34984
07/01/2023 15:00,7080.92461,7056.31229,7186.21482
07/01/2023 15:30,7037.31288,7013.22738,7086.58092
07/01/2023 16:00,6985.57448,6975.59821,7075.15837
07/01/2023 16:30,6959.15681,6943.0549,6995.28811
07/01/2023 17:00,6879.00579,6882.89883,6968.62874
07/01/2023 17:30,6837.70375,6850.94997,6920.90649
07/01/2023 18:00,6784.17123,6779.34268,6884.75564
07/01/2023 18:30,6865.33156,6981.84823,7152.94506
07/01/2023 19:00,7098.28301,7106.46602,7137.08898
07/01/2023 19:30,7180.34832,7152.97806,7291.74717
07/01/2023 20:00,7182.67112,7175.92542,7278.29258
07/01/2023 20:30,7190.2507,7163.84803,7327.22404
07/01/2023 21:00,7138.3047,7142.29395,7316.80057
07/01/2023 21:30,7180.1065,7098.59451,7276.67905
07/01/2023 22:00,7018.59278,7034.89965,7259.78756
07/01/2023 22:30,7013.91496,6960.38034,7072.93652
07/01/2023 23:00,6781.6848,6835.94271,7064.96589
07/01/2023 23:30,6623.52526,6708.28744,6826.64511
08/01/2023 00:00,6547.42419,6556.04013,6812.30884
08/01/2023 00:30,6348.32824,6567.51745,6607.50328
08/01/2023 01:00,6283.98963,6419.99669,6596.75864
08/01/2023 01:30,6178.14081,6312.88563,6348.45901
08/01/2023 02:00,6031.959,6234.36631,6353.74169
08/01/2023 02:30,6040.929,6121.66991,6223.5764
08/01/2023 03:00,6025.497,6070.73609,6233.49789
08/01/2023 03:30,5951.686,6018.06401,6103.46079
08/01/2023 04:00,5896.326,5946.6779,6104.78389
08/01/2023 04:30,5951.982,5902.93225,5979.81026
08/01/2023 05:00,5872.877,5874.8062,5981.12448
08/01/2023 05:30,5924.449,5802.85801,5885.20868
08/01/2023 06:00,5715.001,5716.21328,5912.25166
08/01/2023 06:30,5627.485,5668.75153,5881.7506
08/01/2023 07:00,5631.245,5702.81147,5935.82874
08/01/2023 07:30,5679.522,5793.09865,6009.61285
08/01/2023 08:00,5777.153,5931.83545,6036.46827
08/01/2023 08:30,5952.69,6140.85243,6288.46775
08/01/2023 09:00,6081.106,6299.8662,6283.86865
08/01/2023 09:30,6176.714,6399.10876,6535.90078
08/01/2023 10:00,6145.524,6497.35242,6551.37127
08/01/2023 10:30,6351.703,6547.86044,6716.83339
08/01/2023 11:00,6389.818,6635.41168,6726.50342
08/01/2023 11:30,6383.354,6680.7619,6750.84042
08/01/2023 12:00,6410.669,6693.65424,6758.72591
08/01/2023 12:30,6466.681,6662.94927,6678.66585
08/01/2023 13:00,6452.083,6685.32151,6699.86173
08/01/2023 13:30,6457.527,6649.01138,6622.69116
08/01/2023 14:00,6273.629,6663.03023,6634.1127
08/01/2023 14:30,6401.739,6656.1405,6557.99231
08/01/2023 15:00,6370.50395,6608.65489,6550.39412
08/01/2023 15:30,6373.81287,6589.3051,6479.78552
08/01/2023 16:00,6370.104,6530.86525,6477.25447
08/01/2023 16:30,6312.624,6418.36514,6442.28131
08/01/2023 17:00,6341.131,6324.55446,6407.30989
08/01/2023 17:30,6239.322,6359.80416,6504.92298
08/01/2023 18:00,6295.078,6524.07073,6474.45089
08/01/2023 18:30,6599.994,6830.38718,7017.04228
08/01/2023 19:00,6989.062,7155.75026,7007.32358
08/01/2023 19:30,7088.343,7256.64503,7260.71167
08/01/2023 20:00,7186.984,7281.35895,7247.87118
08/01/2023 20:30,7192.082,7304.24846,7343.6717
08/01/2023 21:00,7064.043,7259.86985,7329.01368
08/01/2023 21:30,7091.815,7182.58102,7176.66985
08/01/2023 22:00,6802.01,7021.83588,7163.0275
08/01/2023 22:30,6661.598,6912.07721,6838.91874
08/01/2023 23:00,6547.91,6762.17514,6837.50538
08/01/2023 23:30,6416.642,6549.52768,6554.52897
09/01/2023 00:00,6228.443,6251.13287,6534.58879
09/01/2023 00:30,6150.785,6077.29973,6345.34448
09/01/2023 01:00,5995.713,5986.57346,6347.14734
09/01/2023 01:30,5871.11569,5891.04602,6157.60951
09/01/2023 02:00,5730.55854,5832.68052,6151.25548
09/01/2023 02:30,5728.158,5787.878,6015.2671
09/01/2023 03:00,5774.186,5772.82299,5996.94549
09/01/2023 03:30,5664.20956,5759.65169,5928.05984
09/01/2023 04:00,5633.97379,5747.95504,5930.73753
09/01/2023 04:30,5648.55045,5767.23747,5904.37424
09/01/2023 05:00,5707.50484,5815.49481,5903.2048
09/01/2023 05:30,5725.637,5839.12733,5925.62477
09/01/2023 06:00,5714.256,5911.5336,5942.99869
09/01/2023 06:30,5897.551,6040.28034,6020.75853
09/01/2023 07:00,6066.239,6163.89076,6077.88151
09/01/2023 07:30,6361.9,6327.91343,6348.1685
09/01/2023 08:00,6484.21192,6467.63672,6378.43045
09/01/2023 08:30,6790.33386,6654.98964,6738.61792
09/01/2023 09:00,6763.60749,6826.21952,6755.41449
09/01/2023 09:30,7070.61363,6945.41878,7087.72369
09/01/2023 10:00,7133.1634,7056.39176,7094.43046
09/01/2023 10:30,7240.23423,7160.01477,7351.80431
09/01/2023 11:00,7316.493,7236.74953,7358.09938
09/01/2023 11:30,7304.374,7306.11338,7496.22176
09/01/2023 12:00,7364.685,7312.57302,7492.82551
09/01/2023 12:30,7187.436,7300.42239,7487.0987
09/01/2023 13:00,7249.701,7249.55454,7496.09235
09/01/2023 13:30,7263.329,7242.98307,7426.06666
09/01/2023 14:00,7170.89575,7250.60304,7422.26571
09/01/2023 14:30,7407.697,7315.61846,7451.88247
09/01/2023 15:00,7385.257,7342.26807,7434.18552
09/01/2023 15:30,7437.866,7344.07464,7471.19569
09/01/2023 16:00,7431.899,7341.06085,7457.71874
09/01/2023 16:30,7375.335,7314.30253,7410.49241
09/01/2023 17:00,7216.132,7162.14773,7405.16117
09/01/2023 17:30,7120.289,7060.03008,7249.32281
09/01/2023 18:00,6902.033,6871.69649,7199.54364
09/01/2023 18:30,6775.39,7049.21324,7042.34352
09/01/2023 19:00,7149.825,7280.29491,7021.50576
09/01/2023 19:30,7333.641,7306.21702,7360.04484
09/01/2023 20:00,7344.466,7323.12803,7345.67719
09/01/2023 20:30,7305.466,7317.50376,7397.7356
09/01/2023 21:00,7260.535,7312.26726,7387.97442
09/01/2023 21:30,7135.726,7304.91069,7367.08385
09/01/2023 22:00,7084.313,7215.1494,7353.20527
09/01/2023 22:30,6999.998,7106.90122,7230.78818
09/01/2023 23:00,6913.594,6973.04348,7216.44837
09/01/2023 23:30,6774.825,6783.77232,6933.67763
10/01/2023 00:00,6599.34834,6530.27337,6921.4695
10/01/2023 00:30,6485.1,6405.09149,6570.26355
10/01/2023 01:00,6400.01,6297.06747,6545.5263
10/01/2023 01:30,6270.5,6221.46655,6401.44493
10/01/2023 02:00,6130.61,6127.76159,6400.48599
10/01/2023 02:30,6178.39,6070.06521,6271.14265
10/01/2023 03:00,6122.46,6065.69742,6275.53874
10/01/2023 03:30,6024.47,6024.61448,6206.71888
10/01/2023 04:00,6198.88,6033.16763,6213.41702
10/01/2023 04:30,6195.63,6050.91395,6223.76665
10/01/2023 05:00,6194.52,6069.999,6212.7674
10/01/2023 05:30,6217.25,6072.74807,6268.30522
10/01/2023 06:00,6146.95,6043.64935,6288.41131
10/01/2023 06:30,6250.38,6116.44558,6374.25328
10/01/2023 07:00,6396.47,6192.98532,6422.47955
10/01/2023 07:30,6535.92,6365.63535,6788.62676
10/01/2023 08:00,6800.85,6540.05675,6824.23393
10/01/2023 08:30,7014.35,6777.88597,7177.30988
10/01/2023 09:00,7078.14,6948.08434,7183.91861
10/01/2023 09:30,7315.7,7039.48376,7374.6532
10/01/2023 10:00,7350.11,7144.45498,7408.57922
10/01/2023 10:30,7362.83,7205.09753,7508.48813
10/01/2023 11:00,7475.77,7289.45694,7519.07513
10/01/2023 11:30,7609.07,7359.01476,7553.95857
10/01/2023 12:00,7648.94,7379.76316,7553.74299
10/01/2023 12:30,7548.67,7342.14803,7431.53925
10/01/2023 13:00,7575.56,7326.70129,7459.39327
10/01/2023 13:30,7477.66,7252.04415,7451.9628
10/01/2023 14:00,7379.31,7243.34274,7453.83024
10/01/2023 14:30,7566.08,7312.16127,7531.96426
10/01/2023 15:00,7441.96,7335.2807,7507.38893
10/01/2023 15:30,7438.86,7337.49273,7505.59689
10/01/2023 16:00,7425.12,7289.14182,7510.88479
10/01/2023 16:30,7476.46,7255.12655,7355.25391
10/01/2023 17:00,7302.92,7154.30807,7334.03547
10/01/2023 17:30,7260.44,7096.91021,7118.55678
10/01/2023 18:00,7161.18,6949.91562,7070.966
10/01/2023 18:30,6914.254,6876.39874,7264.67222
10/01/2023 19:00,7256.186,7178.28726,7266.88644
10/01/2023 19:30,7344.566,7208.48181,7463.16961
10/01/2023 20:00,7352.743,7212.73292,7470.88924
10/01/2023 20:30,7382.748,7175.18764,7450.25715
10/01/2023 21:00,7372.263,7149.65067,7453.44895
10/01/2023 21:30,7307.4,7124.96922,7391.50873
10/01/2023 22:00,7245.36,7033.04337,7379.35239
10/01/2023 22:30,7244.79,6952.13684,7139.93506
10/01/2023 23:00,7025.42,6826.06224,7125.69506
10/01/2023 23:30,6742.62,6651.90097,6758.78014
11/01/2023 00:00,6611.68,6483.29344,6733.23846
11/01/2023 00:30,6566.70002,6432.35166,6565.2607
11/01/2023 01:00,6408.87893,6320.65303,6551.21718
11/01/2023 01:30,6361.49418,6235.33495,6415.34688
11/01/2023 02:00,6188.929,6174.55941,6386.13614
11/01/2023 02:30,6223.275,6135.096,6277.69041
11/01/2023 03:00,6092.44,6117.59547,6271.30142
11/01/2023 03:30,6092.49968,6086.71452,6208.42101
11/01/2023 04:00,6193.91702,6085.88225,6213.16157
